Date,BAM,COP,ETN,NEE,OKE,PXD
11/12/2019,37.95,58.23,92.35,55.81,70.2,136.13
11/13/2019,38.16,57.56,90.78,56.98,70.66,133.5
11/14/2019,38.49,57.25,90.89,57.47,70.16,132.37
11/15/2019,38.28,58.25,91.79,57.86,71.29,134.28
11/18/2019,38.31,56.7,90.73,58.04,70.79,133.2
11/19/2019,38.15,57.17,90.21,58.17,69.76,129.62
11/20/2019,38.2,59.36,89.82,58.81,70.79,130.47
11/21/2019,38.03,60.21,90.16,58.79,71.42,130.74
11/22/2019,38.06,59.9,90.74,58.35,71.63,129.56
11/25/2019,38.35,61.05,92.15,58.14,71.99,131.08
11/26/2019,38.68,60.11,92.7,58.73,71.81,127.68
11/27/2019,38.81,60.34,93,58.27,71.43,130.18
11/29/2019,38.94,59.94,92.5,58.46,71.05,127.84
12/2/2019,38.29,60.37,91.98,57.81,70.82,126.78
12/3/2019,38.12,58.89,91.4,58.06,70.19,123.49
12/4/2019,38.63,60.63,91.12,58.57,70.83,130.51
12/5/2019,38.77,59.84,91.86,58.64,70.98,128.31
12/6/2019,38.83,61.97,93.08,58.6,71.59,133.9
12/9/2019,38.61,61.83,92.76,58.57,72.2,133.19
12/10/2019,38.61,61.76,92.68,58.61,72.5,134.55
12/11/2019,38.77,61.68,93.39,58.95,72.59,136.19
12/12/2019,38.17,62.59,94.45,58.48,72.91,139.55
12/13/2019,38.27,62.7,93.6,59.24,73.17,139.99
12/16/2019,38.61,62.82,94.08,59.87,73.39,143.37
12/17/2019,38.64,63.52,94.23,59.96,73.36,144.03
12/18/2019,38.56,63.2,94.43,60.07,73.89,145.87
12/19/2019,38.91,63.19,94.24,60.16,73.98,147.21
12/20/2019,38.85,63.72,94.4,60.68,75.19,147.6
12/23/2019,38.38,64.6,95.13,59.7,75.99,150.93
12/24/2019,38.42,64.67,94.48,60.13,75.6,151.8
12/26/2019,38.62,65,95.04,60.49,76.13,152.08
12/27/2019,38.72,64.98,94.99,60.63,75.71,151.78
12/30/2019,38.55,64.61,94.93,60.32,75.42,150.87
12/31/2019,38.53,65.03,94.72,60.54,75.67,151.37
